Tanggal,Media,Topik
6-Aug-23,Twitter,Kabel FO mengakibatkan kecelakaan di ring road
7-Aug-23,Lapor Sleman,Pembakaran Sampah Semakin Akut
7-Aug-23,Lapor.go.id,Klarifikasi tentang laporan saya pada tanggal 25 Juli 2023
7-Aug-23,Lapor Sleman,Mohon Diadakan Monev Di SD N Sarikarya Condong Catur
7-Aug-23,Lapor Sleman,Sumur Resapan Dan Pohon Perindang
7-Aug-23,Lapor Sleman,POM BENSIN BARAT PASAR GODEAN
7-Aug-23,Instagram,Permbuatan NPWPD
7-Aug-23,Instagram,Penelitian skripsi
7-Aug-23,Instagram,Jalan berlubang dan kurang PJU
7-Aug-23,Instagram,Pembuangan sampah usaha
8-Aug-23,Website,Kejar paket C
8-Aug-23,Lapor Sleman,Kost Belum Memiliki Perizinan
8-Aug-23,Lapor.go.id,Sampah elektronik
8-Aug-23,Website,Wifi mati
8-Aug-23,Lapor Sleman,Aktivitas Pembakaran Sampah
8-Aug-23,Lapor Sleman,Lembar Tagihan PBB
8-Aug-23,Instagram,Informasi beasiswa sleman pintar
9-Aug-23,Lapor Sleman,Penerangan Jalan Mati
9-Aug-23,Instagram,Sampah sepanjang ring road
10-Aug-23,Twitter,APILL eror
10-Aug-23,Website,jam ekstrakulikuler
11-Aug-23,Telepon Langsung,Aduan LPJU Perumahan Wahana Praja 1
11-Aug-23,Telepon Langsung,Usulan Penambahan Petunjuk Lalin Jl. Besi-Jangkang km. 3.5
11-Aug-23,Lapor Sleman,Pembakaran Sampah Di Permukiman
11-Aug-23,Lapor.go.id,Masukan untuk web lapor sleman
11-Aug-23,Instagram,Berjualan di lapangan pemda setiap jumat pagi
11-Aug-23,Lapor Sleman,Vaksin Sinopham
11-Aug-23,Lapor.go.id,Laporan Pengaduan Pelarangan Mengikuti Kegiatan Belajar mengajar Terhadap Siswa
11-Aug-23,Instagram,BPJS PBI
12-Aug-23,Website,Perizinan online
12-Aug-23,Twitter,Lokasi pembakaran sampah
12-Aug-23,Twitter,Lokasi pembakaran sampah
13-Aug-23,Instagram,free wifi sleman
13-Aug-23,Instagram,Informasi beasiswa kuliah
14-Aug-23,Website,Tidak mampu bayar BPJS mandiri
14-Aug-23,Twitter,Tarif parkir lapangan denggung
14-Aug-23,Twitter,Tarif parkir lapangan denggung
14-Aug-23,Lapor.go.id,Pembakaran sampah di lingkungan warga
14-Aug-23,Instagram,Permohonan KTP daru luar daerah
14-Aug-23,Instagram,Permohonan informasi e-PPID
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Brajajaya
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Kinanti
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Kinanti
14-Aug-23,Lapor Sleman,Jalan Berlubang Di Jalan Asmorondono
14-Aug-23,Website,Subdomain tidak bisa diakses
15-Aug-23,Instagram,Pohon terbakar beresiko roboh
15-Aug-23,Instagram,Skatepark GOR Klebengan
15-Aug-23,Instagram,Beasiswa sleman pintar
15-Aug-23,Instagram,Sambuatna Bupati untuk malam tirakatan
15-Aug-23,Lapor.go.id,Nomor whatsapp damkar sleman
15-Aug-23,Website,Skatepark GOR Klebengan
15-Aug-23,Lapor Sleman,Drainase
15-Aug-23,Twitter,TPSS
15-Aug-23,Lapor Sleman,Pengalihan Lau Lintas
15-Aug-23,Lapor Sleman,Pju Mati
16-Aug-23,Lapor Sleman,Bantuan Tidak Tepat Sasaran
16-Aug-23,Instagram,Pelatihan Beternak Maggot
16-Aug-23,Instagram,Membayar biaya abonemen di luar pembayaran biaya reguler
16-Aug-23,Lapor Sleman,Pemasangan Pita Pengejut Lalu Lintas Di Simpang 4 Bulurejo
16-Aug-23,Instagram,ODGJ
17-Aug-23,Lapor Sleman,KONDISI TERKINI JL. KAPTEN HARYADI
17-Aug-23,Lapor Sleman,Suara Bising Acara Outdoor
17-Aug-23,Lapor Sleman,Pembakaran Sampah Daun Kering Tidak Kenal Waktu.
18-Aug-23,Website,Permasalahan tanah tidak dapat akses
19-Aug-23,Lapor Sleman,Polusi Suara Asram Edupark
20-Aug-23,Lapor Sleman,Konser Musik Yang Sangat Mengganggu Di Kampung
20-Aug-23,Twitter,Parkir lapangan denggung
21-Aug-23,Website,PBB
21-Aug-23,Lapor Sleman,Bekas Galian Pengaspalan
21-Aug-23,Lapor Sleman,PDAM Lama Merespon Pemasangan
22-Aug-23,Twitter,Pembakaran lahan tebu
23-Aug-23,Lapor Sleman,Pembuangan Sampah Liar Sekala Besar
23-Aug-23,Instagram,Tarif parkir
23-Aug-23,Instagram,Prosedur balik nama PBB
23-Aug-23,Website,Listrik pos satpam lapangan denggung
23-Aug-23,Instagram,Vaksin
24-Aug-23,Lapor Sleman,Keluhan Layanan Parkir Di Puskesmas Depok I
24-Aug-23,Lapor Sleman,WiFi Free Wifi Sleman Tidak Hidup
24-Aug-23,Instagram,Pembakaran sampah
24-Aug-23,Instagram,BPJS KIS
25-Aug-23,Lapor Sleman,Jumlah Detik Di Lampu Lalu Lintas
26-Aug-23,Lapor Sleman,FreeWifi Sleman Trouble
26-Aug-23,Lapor Sleman,Usul Jembatan Penyebrangan
26-Aug-23,Instagram,Rumput terbakar
26-Aug-23,Instagram,APILL tertutup tiang FO
26-Aug-23,Twitter,Parkir samsat sleman
27-Aug-23,Lapor Sleman,Pembakaran Sanpah Di Pasar Sleman Unit 2
27-Aug-23,Lapor Sleman,Polusi Suara Live Music Cafe Yang Sangat Menggangu Warga Sekitar Di Jam Istirahat
27-Aug-23,Lapor.go.id,Masalah pada Website cctv Sleman
27-Aug-23,Twitter,Parkir stadion maguwoharjo
27-Aug-23,Twitter,Parkir samsat sleman
28-Aug-23,Website,Grill drainase jalan gito gati amblas
28-Aug-23,Lapor Sleman,Konfirmasi Kebenaran
28-Aug-23,Lapor.go.id,Lampu PJU mati
28-Aug-23,Instagram,vaksin rabies
29-Aug-23,Lapor Sleman,Pengangkutan Sampah
29-Aug-23,Lapor Sleman,PDAM Nyala Keciiiil
29-Aug-23,Lapor Sleman,Jalan Berlubang Dan Tutup Drainase Ambles
29-Aug-23,Instagram,Pohon menutup LPJU
29-Aug-23,Instagram,Pohon menutup LPJU
30-Aug-23,Telepon Langsung,Pabrik mix beton merusak jalan lingkungan
30-Aug-23,Lapor Sleman,Absen Online Pegawai
30-Aug-23,Telepon Langsung,Jalan rusak
30-Aug-23,Website,Jalan rusak
30-Aug-23,Lapor Sleman,Sampah
30-Aug-23,Lapor Sleman,Air PAM
31-Aug-23,Instagram,Jembatan rusak
31-Aug-23,Lapor Sleman,Wisuda Di Jenjang Smp
31-Aug-23,Lapor.go.id,"Mobil parkir di bahu jalan kampung CEPOR ,Sendangtirto ,Berbah"
31-Aug-23,Instagram,Jalan rusak
31-Aug-23,Instagram,Permohonan KKRM
31-Aug-23,Instagram,LPJU mati
1-Sep-23,Instagram,Pembakaran sampah
1-Sep-23,Lapor.go.id,"Mobil parkir di bahu jalan kampung CEPOR ,Sendangtirto ,Berbah"
1-Sep-23,Website,Pengeolahan sampah
1-Sep-23,Lapor Sleman,Jembatan Padasan Rusak Parah
1-Sep-23,Lapor Sleman,Aliran PDAM
1-Sep-23,Lapor Sleman,Pengurusan KTP Dan Kk
1-Sep-23,Twitter,Perizinan usaha penggilingan padi
2-Sep-23,Twitter,Kendaraan besar melewati ring road
3-Sep-23,Instagram,Pengelolaan sampah
3-Sep-23,Email,Kompensasi karena PHK
4-Sep-23,Lapor Sleman,Bakar Sampah Pinggir Jalan
4-Sep-23,Website,Pembuangan sampah smebarangan
5-Sep-23,Lapor Sleman,Data Kependudukan Orangnya Mati
5-Sep-23,Lapor Sleman,Rutin Bakar Sampah
5-Sep-23,Lapor Sleman,Tentang Izin Bengkel Cat Dan Dasar Pertukangan Tukang Cat Mobil/kendaraan
5-Sep-23,Lapor.go.id,KEBIASAAN MASYARAKAT MEMBAKAR SAMPAH YANG JELAS-JELAS MERUSAK DAN MENCEMARI LINGKUNGAN DAN UDARA
5-Sep-23,Website,pengelola sampah melakukan pembakaran sampah
6-Sep-23,Twitter,Pungli perangkat desa
6-Sep-23,Twitter,Uji coba underpass kentungan
6-Sep-23,Instagram,Pengumuman PPPK
6-Sep-23,Instagram,Pengumuman formasi CPNS dan PPPK
6-Sep-23,Instagram,Jalan berlubang
6-Sep-23,Website,Perizinan usaha
6-Sep-23,Website,Truk muatan melanggar aturan
6-Sep-23,Lapor Sleman,Air PAM Sering Alirannya Kecil
6-Sep-23,Instagram,Informasi beasiswa
7-Sep-23,Instagram,Pembakaran sampah rumah tangga
7-Sep-23,Facebook Grup ICJ,Pohon berlubang dan terbakar
7-Sep-23,Instagram,Pemilahan sampah organik dan non organik
7-Sep-23,Twitter,Reklame melintnag di jalan
7-Sep-23,Twitter,Aplikasi lapor sleman
7-Sep-23,Website,Pohon perindang
8-Sep-23,Lapor Sleman,Perlu Traffic Light Di Perempatan Perumnas
9-Sep-23,Instagram,Akta kematian hilang
9-Sep-23,Instagram,Zebra cross sudah memudar
10-Sep-23,Instagram,Permohonan informasi
10-Sep-23,Twitter,Mohon kajian jalan karena banyak kecelakaan
10-Sep-23,Lapor Sleman,Tumpukan Sampah
10-Sep-23,Lapor.go.id,Pengaduan Hambatan Lalu Lintas di Sepanjang Jalan Solo sampai Pertigaan UIN Sunan Kalijaga
10-Sep-23,Lapor.go.id,jalan berlubang
11-Sep-23,Lapor Sleman,PENGAJUAN JPS
11-Sep-23,Instagram,PPPK untuk staf desa
11-Sep-23,Instagram,Beasiswa kuliah
12-Sep-23,Lapor Sleman,Penunjuk Arah
12-Sep-23,Lapor Sleman,Mati Listrik Pagi Hari
12-Sep-23,Lapor Sleman,"Banyak Bangunan Baru, Rumah Baru Di Jalur Hijau Sawah"
12-Sep-23,Lapor Sleman,Sistem p[endidikan
12-Sep-23,Lapor Sleman,Permohonan rekaman CCTV
12-Sep-23,Instagram,Permohonan informasi
12-Sep-23,Lapor Sleman,Denda IMB
12-Sep-23,Instagram,Jalan berlubang
13-Sep-23,Lapor Sleman,Tindakan Tegas Untuk Pengendara Yang Melanggar Rambu Larangan U-turn
13-Sep-23,Instagram,Reklame melintang di jalan
13-Sep-23,Instagram,Informasi lowongan pekerjaan
14-Sep-23,Lapor Sleman,Ingin Menanyakan Terkait IZIN Perederan Miras Yang Bertentangan Dengan Perbub Sleman No 10 Tahun 2023 Tentang PENGENDALIAN DAN PENGAWASAN MINUMAN BERALKOHOL SERTA PELARANGAN MINUMAN OPLOSAN
14-Sep-23,Lapor.go.id,AIR PDAM MINOMARTANI KERUH
15-Sep-23,Instagram,Pelayanan PDAM
15-Sep-23,Lapor Sleman,IJIN PEMANFATAAN TANAH UNTUK PABRIK/GUDANG
16-Sep-23,Website,Penggusuran pedagang
16-Sep-23,Website,Bantuan bedah rumah
16-Sep-23,Lapor Sleman,Lapot Izin USAHA&IMB
17-Sep-23,Lapor Sleman,Sampah Liar
18-Sep-23,Lapor Sleman,Pembakaran Sampah Cafe Petik Merah
18-Sep-23,Website,Sampah mengganngu proses belajar di sekolah SD Tamanan 2
18-Sep-23,Instagram,Sampah mengganngu proses belajar di sekolah SD Tamanan 2
18-Sep-23,Instagram,Kontak penyuluh pertanian
18-Sep-23,Lapor Sleman,Lampu Nyetrum
18-Sep-23,Lapor Sleman,Aplikasi Geschool Berbayar
18-Sep-23,Lapor Sleman,Aplikasi Geschool Di Pungut Beaya?
18-Sep-23,Instagram,Penghijauan di jalan yang kurang perindang
19-Sep-23,Website,Jam Pelayanan Kalurahan Sumberrejo
19-Sep-23,Instagram,Informasi CPNS
19-Sep-23,Instagram,Informasi CPNS
20-Sep-23,Twitter,Sampah dibuang di sungai
20-Sep-23,Twitter,Pembakaan sampah masuk lingkungan kampus
20-Sep-23,Lapor Sleman,PDAM Sleman Tidak Jernih
20-Sep-23,Lapor Sleman,Pembakaran Sampah Terus Menerus.
21-Sep-23,Instagram,Informasi CPNS Kabupaten Sleman
21-Sep-23,Instagram,Pembakaran sampah
22-Sep-23,Instagram,formasi Pegawai Pemerintah dengan Perjanjian Kerja (PPPK) Tenaga Guru tahun 2023.
22-Sep-23,Lapor Sleman,Saluran Irigasi (drainase) Tersumbat
22-Sep-23,Lapor Sleman,Spanduk Menghalangi Pandangan
22-Sep-23,Lapor Sleman,Acara Nikahan Totok Hedi
22-Sep-23,Lapor Sleman,Atribut Kampanye
22-Sep-23,Website,Link website SMA jadi endorse judi online
23-Sep-23,Instagram,Pengalaman kerja untuk daftar PPPK
23-Sep-23,Instagram,Pengalaman kerja untuk daftar PPPK
23-Sep-23,Instagram,Permohonan pencetakan KTP rusak
23-Sep-23,Instagram,Pungli SMKN 1 Tempel
23-Sep-23,Website,Penambang urug
24-Sep-23,Lapor.go.id,Wifi gratis
24-Sep-23,Instagram,LPJU diganti warna merah
24-Sep-23,Lapor Sleman,Pelajaran bahasa jawab SD
24-Sep-23,Lapor Sleman,Buang Sampah Di Sungai
24-Sep-23,Lapor Sleman,Pemasangan Portal
25-Sep-23,Instagram,Pengalaman kerja untuk daftar PPPK
25-Sep-23,Lapor Sleman,Sampah
25-Sep-23,Lapor Sleman,Proyek Revitalisasi Taman Denggung Pakai Behan Bekas
25-Sep-23,Lapor.go.id,Aplikasi error
26-Sep-23,Lapor Sleman,Informasi Lowongan Cpns Kab. Sleman
26-Sep-23,Instagram,Pengalaman kerja untuk daftar PPPK
26-Sep-23,Instagram,Permohonan informasi PPPK
26-Sep-23,Instagram,Pembuatan KK dan KTP online
26-Sep-23,Instagram,Informasi mahasiswa magang
26-Sep-23,Instagram,sistem sscasn
26-Sep-23,Instagram,LPJU ring road
26-Sep-23,Lapor Sleman,Lampu PJU Mati
26-Sep-23,Lapor Sleman,Pohon Perindang Potensi Roboh / Tumbang
26-Sep-23,Lapor Sleman,Kabel Telekomunikasi Dileher Sang PAHLAWAN
27-Sep-23,Lapor Sleman,Mbludaknya Saluran Pipa Air Rusunawa Jongke
27-Sep-23,Twitter,LPJU ring road
27-Sep-23,Lapor Sleman,Kos Kosan Belum Bisa Menunjukkan Perizinan Ke Perangkat
27-Sep-23,Lapor Sleman,Permohonan Pembuatan BRI Virtual Account Untuk Pembayaran PBB
28-Sep-23,Twitter,LPJU jalan jogja-solo
28-Sep-23,Lapor Sleman,Lampu PJU Msti
29-Sep-23,Instagram,Format surat lamaran PPPK Teknis
29-Sep-23,Instagram,Apill mati
29-Sep-23,Instagram,Format surat lamaran PPPK
29-Sep-23,Lapor Sleman,Pembuatan Ktp
29-Sep-23,Lapor Sleman,Rencana Pematian Sungai Selama 1 Bulan
30-Sep-23,Twitter,Kebakaran di sorogedug
30-Sep-23,Lapor Sleman,Laporan Tata Usaha Dan Ketenagakerjaan Bengkel Cat Mobil Yentang Modal Usaha Dan Pengalaman Dasar
30-Sep-23,Lapor.go.id,Jalan berlubang
1-Oct-23,Instagram,pengumuman hasil PPPK kategori P1
1-Oct-23,Instagram,Kontak Puskeswan
1-Oct-23,Instagram,Gangguan kenyamanan dari cafe tip tap toe
1-Oct-23,Email,Permohonan beasiswa kuliah di UNISA
1-Oct-23,Lapor Sleman,Orang Kurang Waras
1-Oct-23,Lapor Sleman,Gangguan Pengecoran Jalan
1-Oct-23,Lapor Sleman,Lampu PJU Mati
2-Oct-23,Instagram,Informasi penggunaan rusun
3-Oct-23,Instagram,Format surat lamaran PPPK
3-Oct-23,Instagram,Vaksin kucing di Puskeswan
3-Oct-23,Instagram,Perubahan PBB
3-Oct-23,Instagram,format surat lamaran PPPK
3-Oct-23,Instagram,Jalan berlubang
3-Oct-23,Lapor.go.id,Tidak ada efek jera untuk yang parkir di bahu jalan
3-Oct-23,Lapor Sleman,Papan Reklame
3-Oct-23,Lapor Sleman,Minim Lampu PJU
4-Oct-23,Instagram,Pembakaran sampah
4-Oct-23,Instagram,Parkir RSUD Prambanan
4-Oct-23,Website,Pembangunan TPST
4-Oct-23,Website,Gangguan kenyamanan dari cafe tip tap toe
4-Oct-23,Website,Lapangan denggung
4-Oct-23,Website,Permohonan kontak untuk kunjungan
4-Oct-23,Instagram,LPJU mati
4-Oct-23,Instagram,LPJU mati
4-Oct-23,Twitter,APILL mati
5-Oct-23,Twitter,Truck parkir di bahu jalan jombor
5-Oct-23,Lapor Sleman,Dampak Pembangunan Jalan Propinsi Di Desa Bokoharjo
5-Oct-23,Instagram,format surat pernyataan pppk
5-Oct-23,Instagram,Jalan rusak
5-Oct-23,Instagram,format surat lamaran pppk
5-Oct-23,Instagram,Informasi PPPK
5-Oct-23,Instagram,LPJU mati
5-Oct-23,Instagram,Sertifikat vaksin
6-Oct-23,Twitter,Klitih
6-Oct-23,Twitter,Sekolah mewajibkan mengikuti study tour
6-Oct-23,Lapor Sleman,Proyek Revitalisasi Taman Mengganggu
6-Oct-23,Lapor Sleman,Limbah Cair Masuk Ke Sungai Kali Kuning
7-Oct-23,Twitter,LPJU ring road selatan dan gorong2 jalan godean
8-Oct-23,Twitter,bau limbah dari rumah pemotongan ayam tidak berizin
8-Oct-23,Lapor.go.id,Penggalian Jalan
8-Oct-23,Lapor Sleman,Pengambilan Sampah
8-Oct-23,Lapor Sleman,Parkir Sembarangan Warung Padang
8-Oct-23,Lapor Sleman,Lampu PJU Mati Total
9-Oct-23,Instagram,Permohonan pencetakan KTP baru
9-Oct-23,Twitter,LPJU mati
9-Oct-23,Twitter,Pembakaran sampah
9-Oct-23,Instagram,Informasi PPPK
9-Oct-23,Instagram,Jalan berlubang
10-Oct-23,Lapor Sleman,Warga memagar jalan umum
10-Oct-23,Lapor Sleman,Monitoring Kinerja Kepala Sekolah Dan Operator Dapodik SD Negeri Sarikarya
10-Oct-23,Lapor Sleman,Usulan Perbaikan Trotoar
10-Oct-23,Lapor Sleman,PDAM Mati Total
10-Oct-23,Website,Permohonan pengaspalan ulang
10-Oct-23,Website,Permohonan pengeringan tanah
10-Oct-23,Website,Informasi penggunaan e materia untuk pendaftaran PPPK
10-Oct-23,Twitter,APILL Jalan Damai Mati
11-Oct-23,Lapor Sleman,Jombor Cebongan PJU Banyak Yang Mati
11-Oct-23,Lapor Sleman,Lapor Izin Kepada Dinas Perhubungan Kabupaten Sleman
11-Oct-23,Lapor Sleman,Pembakaran Sampah Di TPS Randualas Jl.kaliurang Km12
11-Oct-23,Twitter,Pedagang mengganggu skate park denggung
11-Oct-23,Instagram,Gangguan kenyamanan dari chicken crush Klebengan
12-Oct-23,Lapor Sleman,Sanksi Denda Untuk IMB Sangat Mencekiik Masyarakat
12-Oct-23,Website,Jasa angkutan sampah
12-Oct-23,Lapor Sleman,Lahan Kosong
12-Oct-23,Lapor Sleman,Clearing Lahan
12-Oct-23,Lapor Sleman,Penertiban PKL Di Area Lapangan Denggung
12-Oct-23,Lapor Sleman,Sungai Yang Kering
12-Oct-23,Lapor.go.id,Mohon infonya kenapa pengajuan KIP untuk kami ditolak?
12-Oct-23,Instagram,pekerjaan jalan kabupaten kronggahan
13-Oct-23,Website,Pelayanan kalurahan
15-Oct-23,Instagram,Pelayanan Kalurahan Widodomartani
14-Oct-23,Lapor Sleman,Mobil AB 1057 DE Digunakan Diluar Jam Dinas
15-Oct-23,Lapor Sleman,Pemasangan Tiang Jaringan
15-Oct-23,Lapor Sleman,Sampah Dibakar Di Area Persawahan
15-Oct-23,Instagram,selokan mataram
15-Oct-23,Twitter,Tumpukan sampah
16-Oct-23,Twitter,selokan mataram
16-Oct-23,Twitter,Kualitas beras pasar murah
16-Oct-23,SMS Hotline,Jalan rusak
16-Oct-23,Website,tes kualitas air
16-Oct-23,Website,Pedagang kaki lima
16-Oct-23,Website,lomba baris berbaris
16-Oct-23,Lapor Sleman,Pengaduan Pembuangan Sampah Illegal (lajutan Dari Pengaduan 2018
16-Oct-23,Instagram,Perizinan perusahaan
17-Oct-23,Lapor Sleman,Lampu PJU Jl Damai Mati Sudah 2 Hari
17-Oct-23,Lapor Sleman,"Pembakaran Jerami, Lahan, Rumput, Paska Panen Paditebu, Atau Rumput"
17-Oct-23,Lapor Sleman,Harap Di Cek Bantuan Sapi Di Kelompok Ternak Ngudi Rejeki Kenaji Tamanmartani
17-Oct-23,Lapor Sleman,Pembangunan Kost Di Gang Brantas Condongsari Tidak Ada IMB Dan Drainase
17-Oct-23,Lapor Sleman,Pembangunan Penginapan Liar
17-Oct-23,Lapor Sleman,DUPLIKASI GAJI CARIK DESA SELAKU PNS DAN PLUNGGUH CARIK
17-Oct-23,Lapor Sleman,PEMBANGUNAN PENGINAPAN LIAR .
17-Oct-23,Lapor Sleman,Listrik Padam
18-Oct-23,Lapor Sleman,Lampu PJUTS Sebagian Ada Yg Mati Dan Redup
19-Oct-23,Website,Pembakaran sampah
19-Oct-23,Website,Kartu Keluarga
19-Oct-23,Twitter,Permohonan pengamanan ibu dan anak di jalan
19-Oct-23,SMS Hotline,Permohonan Pemindahan Tiang FO
19-Oct-23,Twitter,ODGJ
19-Oct-23,Lapor Sleman,Pengolahan Sampah Plastik
19-Oct-23,Instagram,LPJU mati
20-Oct-23,Instagram,Pengamen angklung
20-Oct-23,Lapor Sleman,Bantuan Jamban Senilai 10jt
20-Oct-23,Website,Perizinan
20-Oct-23,Instagram,Jalan Rusak Jakal KM.7
20-Oct-23,Twitter,jalan berlubang
20-Oct-23,Twitter,jalan berlubang
20-Oct-23,Lapor Sleman,Mohon Penertiban Knalpot Brong Racing
20-Oct-23,Lapor Sleman,Gaji Guru Honorer Sekolah Negeri Di Sleman
22-Oct-23,Instagram,Pekerjaan jalan kabupaten kronggahan
22-Oct-23,Instagram,Kebakaran sampah daun di palagan
22-Oct-23,Instagram,APILL mati
21-Oct-23,Lapor Sleman,Wifi Di Pasar Sleman Unit 2 Di Matikan Sama Salah Satu Satpam Yang Bertugas
21-Oct-23,Lapor Sleman,Bengkel Cat Mobil Atau Tukang Cat Mobil Yg Tidak Layak Mendapatkan Izin Bukak Lapangan Kerja
22-Oct-23,Twitter,jalan selokan mataram
22-Oct-23,Lapor Sleman,PEMASANGAN LAMPU RAMBU RAMBU HATI HATI DAN PEMASANGAN POLISI TIDUR SEPERTI DI PINTU KERRTA API UNTUK MEMINIMALISIR KECELAKAAN
22-Oct-23,Lapor Sleman,PENAMBAHAN POLISI TIDUR UNTUK MEMINIMALISIR KEBUT KEBUTAN DAN KECELAKAAN
22-Oct-23,Lapor Sleman,Bakso TITOTI Ringroad Operasional Mengganggu Pengguna Jalan
22-Oct-23,Instagram,Selokan mataram kotor
22-Oct-23,Instagram,Parkir lapangan beran
23-Oct-23,Lapor Sleman,Pemerasan Di Reddorz Near Adiaucipto 3
23-Oct-23,Lapor Sleman,Lampu PJU Selalu Mati
23-Oct-23,Lapor Sleman,Gaji Guru Honorer Sekolah Negeri Di Sleman
23-Oct-23,Lapor Sleman,Jaringan PLN
23-Oct-23,Lapor.go.id,Layanan Hotline
23-Oct-23,Lapor Sleman,Sampah Berjejer Di Jalan Tangkilan Pinggir Sawah
23-Oct-23,Lapor Sleman,Air PDAM Kuning
23-Oct-23,Instagram,Masalah ketenagakerjaan
24-Oct-23,Lapor Sleman,Lampu PJU Jl Damai
24-Oct-23,Lapor.go.id,Limbah rumah makan dibuang diselokan
25-Oct-23,Lapor Sleman,Susahnya Mengurus Kk Dan Ktp Di Kecamatan Kalasan
25-Oct-23,Lapor Sleman,Lampu Pju Mati
25-Oct-23,Lapor Sleman,Bau Got Yang Sangat Menyengat Tidak Enak
25-Oct-23,Lapor Sleman,Gangguan kenyamanan
25-Oct-23,Instagram,Penggantian KK barcode
25-Oct-23,Instagram,LPJU mati
25-Oct-23,Instagram,Gangguan kenyamanan
25-Oct-23,Instagram,Lokasi pembuangan sampah residu
26-Oct-23,Instagram,Aliran selokan mataram
26-Oct-23,Lapor Sleman,PEMASANGAN WARNING LIGHT ATAU RAMBU2 HATI HATI DAN PEMASANGAN POLISI TIDUR DI PEREMPATAN JLN PENDOWOHARJO DI DUSUN TEMON PENDOWOHARJO SLEMAN
26-Oct-23,Instagram,Krisis ari di SD Negeri Salamrejo
26-Oct-23,Lapor.go.id,Pertanyaan tentang satpol pp
26-Oct-23,Lapor Sleman,Jalan Solo Km 13.2
26-Oct-23,Lapor Sleman,Keberatan Warga Adanya Ternak Ayam Potong
26-Oct-23,Lapor Sleman,Lampu Apil Eror
26-Oct-23,Lapor Sleman,PDAM Nyala Keciiiil
27-Oct-23,Lapor Sleman,Pengerukan Sungai
27-Oct-23,Lapor Sleman,Lampu PJU Mati
28-Oct-23,Website,Gangguan kenyamanan cafe tip tap toe
28-Oct-23,Twitter,Jalan kapten haryadi
28-Oct-23,Twitter,Gangguan kenyamanan cafe tip tap toe
28-Oct-23,Lapor Sleman,Air PDAM Lama Tidak Mengalir
28-Oct-23,Lapor Sleman,PJU MATI
29-Oct-23,Lapor Sleman,Lagi Dan Lagi PDAM
29-Oct-23,Twitter,Penutupan U turn depan RSUD Sleman
30-Oct-23,Lapor.go.id,pedagang di bahu jalan mengganggu lalu lintas
30-Oct-23,Instagram,Pajak restoran
31-Oct-23,Website,Permohonan perpustakaan keliling
31-Oct-23,Website,Pelayanan PDAM
31-Oct-23,Lapor.go.id,Bantuan Biaya Anak Sekolah
31-Oct-23,Lapor.go.id,Priksa Ke Puskesmas Sekarang Harus Bawa Kartu Bpjs Dan Ktp
31-Oct-23,Instagram,Permohonan air bersih
31-Oct-23,Website,Pembayaran PBB
1-Nov-23,Lapor Sleman,Polisi Yang Bertugas Di Timur Gis Pagi Ini
1-Nov-23,Lapor Sleman,Air PDAM Prambanan Lama Tidak Mengalir
1-Nov-23,Lapor Sleman,Pengamen Demak Ijo Pake Sound
1-Nov-23,Instagram,Biaya sewa lapangan denggung
2-Nov-23,Lapor Sleman,Klarifikasi
3-Nov-23,Lapor Sleman,Permohonan Pemasangan Lampu PJU
3-Nov-23,Lapor Sleman,Pembakaran Sampah
3-Nov-23,Lapor Sleman,Wafi Blm Terpasang
3-Nov-23,Instagram,Grill penutup drainase rusak
4-Nov-23,Lapor Sleman,Masalah Waria Keluar Masuk
4-Nov-23,Lapor Sleman,PKL Di Lahan Pengairan Ven Der Wicjk Moyudan
4-Nov-23,Lapor Sleman,Tagihan Tidak Wajar
4-Nov-23,Instagram,Jalan godean rusak
4-Nov-23,Instagram,Pencetakan KTP luar daerah
5-Nov-23,Instagram,Parkir lapangan denggung
5-Nov-23,Instagram,Kebersihan lapangan denggung
5-Nov-23,Instagram,Jalan rusak
5-Nov-23,Website,Sosialisasi
6-Nov-23,Lapor Sleman,Segera Ditindak Tegas Pelaku Yg Bukak Bengkel Cat Yg Belom Layak Dan Sudah Mempekerjakan Tenaga Kerja
6-Nov-23,Lapor Sleman,Kenapa KRK Lama
7-Nov-23,Lapor Sleman,PKL Di Atas Tanah Pengairan
7-Nov-23,Lapor Sleman,Car Free Day Hari Minggu
8-Nov-23,Website,Jalan berlubang
9-Nov-23,Lapor Sleman,Siswa SMP Banyak Pakai Motor
9-Nov-23,Lapor Sleman,Kabel Menganggu
9-Nov-23,Twitter,Permohonan KK
9-Nov-23,Instagram,Informasi menjadi kontributor MC
9-Nov-23,Lapor Sleman,Lampu PJU Palbapang Tempel Arah Turi Mari
10-Nov-23,Instagram,aspal ambles
10-Nov-23,Lapor.go.id,"Blk Sleman 
"
10-Nov-23,Lapor.go.id,"Harga Ayam Di Pasar Caturtunggal Mahal,Tolong Ditertibkan Penyuplai Ayam Ke Pedagang Pasar"
10-Nov-23,Lapor Sleman,Jalanan Rusak Dan Berlubang Di Lokasi Strategis Dan Ramai Lalu Lintas
10-Nov-23,Lapor Sleman,Toko Minuman Keras
10-Nov-23,Lapor Sleman,Mohon Kebijakan Dalam Proyek Revitalisasi
